PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Tadayon-Roody, P; Ramezani, M; Falaghi, H				Tadayon-Roody, Pooya; Ramezani, Maryam; Falaghi, Hamid			Multi-objective locating of electric vehicle charging stations considering travel comfort in urban transportation system	IET GENERATION TRANSMISSION & DISTRIBUTION				Article								Environmental concerns of using fossil fuel vehicles and recent developments in electric vehicle (EV) technology have attracted the attention of the international community to use EVs. A design strategy is proposed by simultaneously considering a distribution network and an urban transportation network, that maximises drivers' travel comfort in urban trips and reduces costs of both charging station (CS) installation and losses. The proposed strategy meets various constraints such as, properly locating CSs in the city, considering traffic volume, taking the shortest route, reducing charging waiting time, limits of bus voltages, power balance, the permissible loading of lines. The travel comfort index corresponds to a situation in which the driver does not experience a depleted battery and successfully finish the trip. Since the movement of vehicles over the course of a day does not follow any particular pattern, unscented transformation is used to investigate the uncertainty in different probabilistic parameters of EVs. Moreover, by clustering the locations of EVs, the optimal locations of EV CSs are determined over the course of the day (in several time steps) using a multi-objective function based on a GA. The simulation results of the sample urban transportation and distribution networks confirm the efficacy of the proposed method.	[Tadayon-Roody, Pooya; Ramezani, Maryam; Falaghi, Hamid] Univ Birjand, Fac Elect & Comp Engn, POB 97175-376, Birjand, Iran		Ramezani, M (corresponding author), Univ Birjand, Fac Elect & Comp Engn, POB 97175-376, Birjand, Iran.	mramezani@birjand.ac.ir								19	21											MAR	2021	15	5					960	971		10.1049/gtd2.12072	http://dx.doi.org/10.1049/gtd2.12072		DEC 2020										2025-12-09	
J	Abdalrahman, A; Zhuang, WH				Abdalrahman, Ahmed; Zhuang, Weihua			QoS-Aware Capacity Planning of Networked PEV Charging Infrastructure	IEEE OPEN JOURNAL OF VEHICULAR TECHNOLOGY				Article								Plug-in electric vehicle (PEV) charging infrastructure is necessary to accommodate the rapid increase in PEV penetration rate. Capacity planning of PEV charging infrastructure (EVCI) must ensure not only a satisfactory charging service for PEV users but also a reliable operation of the power grid. In this paper, we propose a quality-of-service (QoS) aware capacity planning of EVCI. In particular, the proposed framework accounts for the link between the charging QoS and the power distribution network (PDN) capability. Towards this end, we firstly optimize charging facility sizes to achieve a targeted QoS level. Then, we minimize the integration cost for the PDN by attaining the most cost-effective allocation of the energy storage systems (ESSs) and/or upgrading the PDN substation and feeders. Additionally, we capture the correlation between the occupation levels of neighboring charging facilities and the blocked PEV user behaviors. We model the EVCI as a queuing network with finite capacity, and utilize the non-stationary queuing models to study the temporal variability of the PEV charging demand. A network of charging facilities is used to demonstrate the effectiveness of the proposed framework.	[Abdalrahman, Ahmed; Zhuang, Weihua] Univ Waterloo, Dept Elect & Comp Engn, Waterloo, ON N2L 3G1, Canada		Abdalrahman, A (corresponding author), Univ Waterloo, Dept Elect & Comp Engn, Waterloo, ON N2L 3G1, Canada.	aabdalra@uwaterloo.ca								10	12												2020	1						116	129		10.1109/OJVT.2020.2979820	http://dx.doi.org/10.1109/OJVT.2020.2979820												2025-12-09	
J	Haji-Aghajani, E; Hasanzadeh, S; Heydarian-Forushani, E				Haji-Aghajani, Ehsan; Hasanzadeh, Saeed; Heydarian-Forushani, Ehsan			A novel framework for planning of EV parking lots in distribution networks with high PV penetration	ELECTRIC POWER SYSTEMS RESEARCH				Article								In this paper, a method based on calculating the probability of electric vehicles (EVs) entering each parking lot is proposed for the long-term planning of EV parking lots. Also, a method for optimal scheduling of charging and discharging EVs to maximize profit has been proposed. EV growth percentage during the planning horizon has been modeled using the point estimation method. Also, in order to solve the problem, a non-dominated sorting genetic algorithm has been used. The proposed method has been implemented on a distribution network of 69 buses. The results show the effectiveness of the proposed method in maximizing the profit from the construction of parking lots and saving energy consumption to reach the parking lot. In addition, the location, capacity, and optimal time of building new parking lots or increasing the capacity of existing parking lots have been optimally determined.	[Haji-Aghajani, Ehsan; Hasanzadeh, Saeed; Heydarian-Forushani, Ehsan] Qom Univ Technol, Dept Elect & Comp Engn, Qom, Iran		Hasanzadeh, S (corresponding author), Qom Univ Technol, Dept Elect & Comp Engn, Qom, Iran.	eetshopir@gmail.com; hasanzadeh@qut.ac.ir; heydarian@qut.ac.ir								18	18											APR	2023	217								109156	10.1016/j.epsr.2023.109156	http://dx.doi.org/10.1016/j.epsr.2023.109156		FEB 2023										2025-12-09	
J	Hu, Q; Bu, SQ; Terzija, V				Hu, Qian; Bu, Siqi; Terzija, Vladimir			A Distributed P and Q Provision-Based Voltage Regulation Scheme by Incentivized EV Fleet Charging for Resistive Distribution Networks	IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION				Article								The capability of onboard bidirectional chargers to deliver both real power and reactive power makes electric vehicles (EVs) suitable candidates for the voltage regulation in the distribution network considering the higher R/X ratio of distribution lines. This article proposes a distributed voltage regulation scheme for dominantly resistive distribution networks through coordinated EV charging/discharging. In the optimal planning stage, the maximal profit of each EV user for the regulation provision is guaranteed, while the driving need can be satisfied. An optimal charging model is proposed to plan the total available P and Q, and a parameter "involvement level" is introduced for the fair pricing of participating EV users. In the regulation stage, an adaptive voltage sensitivity coefficient is developed to estimate the amount of required power for voltage regulation. A novel parallel consensus sharing strategy is designed so that the local power dispatch decision can be made by each EV through information sharing between neighboring buses. The backup support from the local energy storage system (ESS) can be activated under the emergency scenario due to communication failure and insufficient EV resources. Simulation results demonstrate that the proposed scheme can effectively and robustly regulate the voltage and is scalable to different network topologies.	[Hu, Qian] Hong Kong Polytech Univ, Dept Elect Engn, Hong Kong, Peoples R China; [Bu, Siqi] Hong Kong Polytech Univ, Shenzhen Res Inst, Dept Elect Engn, Ctr Adv Reliabil & Safety, Hong Kong, Peoples R China; [Bu, Siqi] Hong Kong Polytech Univ, Res Inst Smart Energy, Hong Kong, Peoples R China; [Terzija, Vladimir] Skolkovo Inst Sci & Technol, Ctr Energy Sci & Technol, Moscow 121205, Russia		Bu, SQ (corresponding author), Hong Kong Polytech Univ, Shenzhen Res Inst, Dept Elect Engn, Ctr Adv Reliabil & Safety, Hong Kong, Peoples R China.	qianhu.hu@connect.polyu.hk; siqi.bu@polyu.edu.hk; v.terzija@skoltech.ru								33	36											DEC	2021	7	4					2376	2389		10.1109/TTE.2021.3068270	http://dx.doi.org/10.1109/TTE.2021.3068270												2025-12-09	
J	Hua, YP; Wang, SQ; Han, D; Bai, HK; Wang, YY; Li, QY				Hua, Yuan-Peng; Wang, Shi-Qian; Han, Ding; Bai, Hong-Kun; Wang, Yuan-Yuan; Li, Qiu-Yan			Analysis of Charging Load Acceptance Capacity of Electric Vehicles in the Residential Distribution Network	WORLD ELECTRIC VEHICLE JOURNAL				Article								After large-scale electric vehicles (EVs) are connected to the residential distribution network, community charging has become one of the main bottlenecks at present, especially in old residential areas. Therefore, the current residential distribution network's ability to accept charging load and when and how the distribution network needs to be transformed have become meaningful research points. Based on the characteristics of the EVs' charging load of residential areas on a typical day and the size of the target annual charging load, this paper analyzes the acceptance capacity of the charging load of the distribution network on typical weekdays and weekends. By taking the charging load characteristics, the charging time of EVs, the voltage of each node of the distribution network, the line capacity, the transformation capacity of the distribution station as constraints, and the maximum capacity of the residential distribution network to accept the charging load as the objective function, the charging load capacity of the residential distribution network is analyzed. The particle swarm optimization algorithm is employed to solve the optimized mathematical model. The simulation uses an actual residential distribution network as an analysis example, and the partition optimization results prove the correctness and feasibility of this proposed method.	[Hua, Yuan-Peng; Wang, Shi-Qian; Han, Ding; Bai, Hong-Kun; Wang, Yuan-Yuan; Li, Qiu-Yan] State Grid Henan Elect Power Co, Econ & Technol Res Inst, Zhengzhou 450015, Peoples R China		Hua, YP (corresponding author), State Grid Henan Elect Power Co, Econ & Technol Res Inst, Zhengzhou 450015, Peoples R China.	huayuanpeng@ha.sgcc.com.cn								2	2											NOV	2022	13	11							214	10.3390/wevj13110214	http://dx.doi.org/10.3390/wevj13110214												2025-12-09	
J	Yao, HT; Xiang, Y; Gu, CH; Liu, JY				Yao, Haotian; Xiang, Yue; Gu, Chenghong; Liu, Junyong			Optimal Planning of Distribution Systems and Charging Stations Considering PV-Grid-EV Transactions	IEEE TRANSACTIONS ON SMART GRID				Article								Uncertainties associated with large-scale deployment of electric vehicles (EVs) and photovoltaic (PV) pose challenges to distribution network expansion planning (DNEP). This paper proposes an optimal planning method for EV charging stations (EVCS) and distribution systems to accommodate the ever-increasing uncertainties. It is achieved by entailing PV-grid-EV transactions, which enables EVCS and PV prosumers to trade energy to make profits while complying with grid securities. It offers a cost-effective operational alternative to long-term planning, which would otherwise result in PV curtailment or unnecessary DNEP. The transactive market operates on a peer-to-peer (P2P) basis and is cleared via a decentralized algorithm to protect privacy and enable autonomous decision-making. EVCS is incentivized by a designed network charge, quantifying its impact on adhering to security constraints from both long-term and short-term perspectives. Considering EV users' charging decisions, we derive optimal EV charging prices to regulate EV charging flow. We employ multiple linearization techniques to ensure the convergence of the non-convex model. Results demonstrate that the proposed method enables the distribution networks to accommodate the large-scale integration of EV and PV more effectively.	[Yao, Haotian; Xiang, Yue; Liu, Junyong] Sichuan Univ, Coll Elect Engn, Chengdu 610065, Peoples R China; [Gu, Chenghong] Univ Bath, Dept Elect & Elect Engn, Bath BA27AY, England		Xiang, Y (corresponding author), Sichuan Univ, Coll Elect Engn, Chengdu 610065, Peoples R China.	yaoht97@163.com; xiang@scu.edu.cn; c.gu@bath.ac.uk; liujy@scu.edu.cn								19	19											JAN	2025	16	1					691	703		10.1109/TSG.2024.3429371	http://dx.doi.org/10.1109/TSG.2024.3429371												2025-12-09	
J	Ahmad, F; Bilal, M				Ahmad, Fareed; Bilal, Mohd			Allocation of plug-in electric vehicle charging station with integrated solar powered distributed generation using an adaptive particle swarm optimization	ELECTRICAL ENGINEERING				Article								One of the industries that use fossil fuels most frequently worldwide is transportation. Therefore, electrifying the transportation system, such as the creation of plug-in electric vehicles (PEV), has become essential to reducing the effects of carbon dioxide emissions and using less traditional energy supplies that are not ecologically friendly. PEV deployment must be flawless, necessitating a well-developed charging infrastructure. The best location for fast charging stations (FCSs) is a crucial issue. As a result, this article offers a practical method for choosing the best site for FCSs using the east delta network (EDN). When transportation is made electric, the infrastructure of the electrical distribution network may also need to be changed. Therefore, when adopting FCSs, three factors need to be considered: actual power loss, reactive power loss, and investment cost. The energy demand from the electrical grid is also increased by including FCSs in the power distribution network. To lessen the impact of FCSs on the system, this research report suggests integrating photovoltaic distributed generation (PVDG) at certain places in the distribution network. Consequently, the system becomes dependable and self-sustaining. After deploying the FCSs and PVDGs, the distribution system's dependability is also examined. Six case studies (CS) have also been suggested for deploying FCSs with or without DG integration. As a result, the CS-6's active power loss decreased from 1015.38 to 830.58 kW.	[Ahmad, Fareed; Bilal, Mohd] SND Coll Engn & Res Ctr, Elect Engn, Nasik 423401, Maharashtra, India		Bilal, M (corresponding author), SND Coll Engn & Res Ctr, Elect Engn, Nasik 423401, Maharashtra, India.	fareed903@gmail.com; bilal.zhcet01@gmail.com								24	27											JUN	2024	106	3					2595	2608		10.1007/s00202-023-02087-9	http://dx.doi.org/10.1007/s00202-023-02087-9		NOV 2023										2025-12-09	
J	Gouveia, EM; Costa, PM; Sagredo, J; Soroudi, A				Gouveia, Eduardo M.; Costa, Paulo M.; Sagredo, Jesus; Soroudi, Alireza			Transmission expansion planning in presence of electric vehicles at the distribution level	INTERNATIONAL TRANSACTIONS ON ELECTRICAL ENERGY SYSTEMS				Article								The planning of the transmission network is an issue that, over the years, has received much attention, particularly due to the impact that this infrastructure has on the safe and reliable functioning of electrical systems. The search for solutions addressing climate change has led to several changes in the functioning of electrical systems, particularly concerning the increasing integration of renewable electricity production. However, in recent years, changes in the load side of the electrical system have also emerged. In particular, electric mobility has been developing, and a high penetration of electric vehicles (EVs) is expected in near future. This consumption is supplied by the distribution system but will impact the transmission network. Naturally, the amount of energy used by EVs is subject to uncertainties, which makes the problem complex. Those uncertainties cannot be easily modeled using statistical distributions because of the reduced history of available information. The transmission system operator (TSO) needs an efficient tool to analyze the adequacy of the transmission network to supply the distribution networks with high penetration of EVs. In this paper, a methodology based on symmetric/constrained fuzzy power flow is proposed to find the optimal investment policy at the transmission level while satisfying the technical constraints. The concept of dual variables provided by Lagrange multipliers, the natural result of the nonlinear optimization problem, is used to obtain the most promising reinforcement options considering the actual structure of the transmission network. The proposed model is tested on an IEEE 14-bus system.	[Gouveia, Eduardo M.; Costa, Paulo M.] Polytech Inst Viseu, Ctr Studies Educ Technol & Hlth, Viseu, Portugal; [Costa, Paulo M.] INESC TEC Inst Engn Sistemas & Computadores Tecno, Porto, Portugal; [Sagredo, Jesus] Univ Burgos, Elect Engn Electromech Engn Depart, Burgos, Spain; [Soroudi, Alireza] Univ Coll Dublin, Sch Elect & Elect Engn, Dublin, Ireland		Gouveia, EM (corresponding author), Polytech Inst Viseu, Ctr Studies Educ Technol & Hlth, Viseu, Portugal.	egouveia@estv.ipv.pt								2	2											MAR	2021	31	3							e12769	10.1002/2050-7038.12769	http://dx.doi.org/10.1002/2050-7038.12769		DEC 2020										2025-12-09	
J	Affolabi, L; Shahidehpour, M; Gan, W; Yan, MY; Chen, B; Pandey, S; Vukojevic, A; Paaso, EA; Alabdulwahab, A; Abusorrah, A				Affolabi, Larissa; Shahidehpour, Mohammad; Gan, Wei; Yan, Mingyu; Chen, Bo; Pandey, Shikhar; Vukojevic, Aleksandar; Paaso, Esa Aleksi; Alabdulwahab, Ahmed; Abusorrah, Abdullah			Optimal Transactive Energy Trading of Electric Vehicle Charging Stations With On-Site PV Generation in Constrained Power Distribution Networks	IEEE TRANSACTIONS ON SMART GRID				Article								This paper presents a two-level transactive energy market framework, that enables energy trading among electric vehicle charging stations (EVCSs). At the lower level, the discharging capability of EVs and on-site PV generation are leveraged by individual EVCS for participating in the transactive trading with their peers. Once the lower-level trading is completed, EVCSs trade energy at the upper level through the power grid network managed by the distribution system operator (DSO). The upper-level market is cleared while satisfying the power distribution network constraints. A cooperative game-based model is proposed to model the energy trading among EVCSs. To this end, the asymmetric Nash bargaining method is applied to allocate the grand coalition's payoff to each EVCS at the upper-level market, while a weighted proportional allocation method is used to allocate individual EVCS's payoff to its respective EVs at the lower-level market. The upper-level market formulation is further decomposed into two subproblems representing an energy scheduling and trading subproblem which maximizes EVCS payoffs, and a bargaining subproblem which allocates EVCS payoffs. The effectiveness of the proposed framework for incentivizing transactive trades among EVs and EVCSs is validated in case studies.	[Affolabi, Larissa; Shahidehpour, Mohammad; Yan, Mingyu] IIT, ECE Dept, Chicago, IL 60616 USA; [Shahidehpour, Mohammad; Alabdulwahab, Ahmed; Abusorrah, Abdullah] King Abdulaziz Univ, Ctr Res Excellence Renewable Energy & Power Syst, Jeddah 21589, Saudi Arabia; [Gan, Wei] Huazhong Univ Sci & Technol, Sch Elect & Elect Engn, Wuhan 430074, Peoples R China; [Chen, Bo] Argonne Natl Lab, Energy Syst Div, Lemont, IL 60439 USA; [Pandey, Shikhar; Vukojevic, Aleksandar; Paaso, Esa Aleksi] Commonwealth Edison Co Oakbrook Terrace, Oak Brook Terrace, IL 60181 USA; [Alabdulwahab, Ahmed; Abusorrah, Abdullah] King Abdulaziz Univ, Fac Engn, Dept Elect & Comp Engn, Jeddah 21589, Saudi Arabia		Shahidehpour, M (corresponding author), IIT, ECE Dept, Chicago, IL 60616 USA.	laffolabi@hawk.iit.edu; ms@iit.edu; weigan@hust.edu.cn; myan9@iit.edu; bo.chen@anl.gov; shikhar.pandey@comed.com; dar.vukojevic@comed.com; esa.paaso@comed.com; aabdulwhab@kau.edu.sa; aabusorrah@kau.edu.sa								58	64											MAR	2022	13	2					1427	1440		10.1109/TSG.2021.3131959	http://dx.doi.org/10.1109/TSG.2021.3131959												2025-12-09	
J	Soltani, Z; Ghaljehei, M; Gharehpetian, GB; Aalami, HA				Soltani, Z.; Ghaljehei, M.; Gharehpetian, G. B.; Aalami, H. A.			Integration of smart grid technologies in stochastic multi-objective unit commitment: An economic emission analysis	INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS				Article								This paper proposes a stochastic multi-objective unit commitment (SMOUC) problem incorporating smart grid technologies (SGTs), namely, plug-in electric vehicles (PEVs), demand response programs (DRPs), compressed air energy storage (CAES) units, and renewable distributed generations (DGs). An economic emission analysis of the proposed SMOUC problem with the SGTs is carried out to minimize the total expected operation cost and emission using a new mixed-integer linear programming (MILP) method. A two-stage stochastic programming method is used for dealing with the uncertain nature of power generation from the renewable DGs. Lexicographic optimization in combination with hybrid augmented-weighted c-constraint method are employed to obtain Pareto optimal solutions of the SMOUC problem, and a fuzzy decision making is applied to select the most preferred non-dominated solution. Besides, mathematical modeling of responsive loads can help the independent system operator (ISO) to use a conservative and reliable model to have lower error in load curve characteristic estimation, such as variation in peak load. In this regard, this paper also contributes to the existing body of knowledge by developing linear and nonlinear economic models of price responsive loads for time-based DRPs (TBDRPs), as well as voluntary and mandatory incentive-based DRPs (IBDRPs) based on the customer's behavior (CB) concept and price ratio (PR) parameter. Also, new mathematical indices are proposed to choose the most conservative and reliable economic model of price responsive loads. Moreover, different widely used DRPs are analyzed and prioritized using the strategy success index (SSI) from the ISO viewpoint to determine the most effective DRP which has more coordination with the SGTs. The proposed MILP-based SMOUC problem with integrated SGTs, is applied to IEEE 10-unit test system and is implemented in General Algebraic Modeling System (GAMS) environment. Simulation analyses demonstrate the effectiveness of integrating SGTs into the proposed SMOUC problem from the economic, environmental, and technical points of view.	[Soltani, Z.; Gharehpetian, G. B.] Amirkabir Univ Technol, Elect Engn Dept, Tehran, Iran; [Ghaljehei, M.] KN Toosi Univ Technol, Elect Engn Dept, Tehran, Iran; [Aalami, H. A.] Eyvanekey Univ, Elect Engn Dept, Eyvanki, Iran		Gharehpetian, GB (corresponding author), Amirkabir Univ Technol, Elect Engn Dept, Tehran, Iran.	zahra_soltani@aut.ac.ir; grptian@aut.ac.ir								40	43											SEP	2018	100						565	590		10.1016/j.ijepes.2018.02.028	http://dx.doi.org/10.1016/j.ijepes.2018.02.028												2025-12-09	
J	Mahani, K; Angizeh, F; Jafari, MA				Mahani, Khashayar; Angizeh, Farhad; Jafari, Mohsen A.			EV Parking Lots for Flexible Energy Sourcing	IEEE ACCESS				Article								Energy storage is inherently a flexible asset that can be used to reduce renewable energy curtailment and the congestion at its host network, enhance system resilience, and provide ancillary services at peak times. But the cost of technology still hampers the large-scale adoption of storage in power distribution networks. With EV parking lots included in its asset portfolio, a city can take advantage of the power stored in the parked EVs without major capital investments. In this article, we formulate the operation of an EV parking lot from the viewpoint of its owner (i.e., a city or a private entity). The lot works as a market aggregator with operational uncertainties stemming from: (i) random arrival and departure of vehicles, (ii) the SoC of EV batteries at the times of arrival and departure, and (iii) willingness of EV owners to participate. The risks from these uncertainties and market prices of ancillary services impact the bottom line of the lot owner's revenue. For EV owners the excessive up and down cycles of battery is offset by discount offered by the lot owner. We provide an illustrative example and a roadmap to extend this model to take the holistic view of a power distribution network.	[Mahani, Khashayar; Angizeh, Farhad; Jafari, Mohsen A.] State Univ New Jersey, Dept Ind & Syst Engn, Rutgers, Piscataway, NJ 08854 USA		Angizeh, F (corresponding author), State Univ New Jersey, Dept Ind & Syst Engn, Rutgers, Piscataway, NJ 08854 USA.	farhad.angizeh@rutgers.edu								5	6												2023	11						38770	38782		10.1109/ACCESS.2023.3268028	http://dx.doi.org/10.1109/ACCESS.2023.3268028												2025-12-09	
J	Fan, VH; Wang, S; Meng, K; Dong, ZY				Fan, Vivienne Hui; Wang, Shu; Meng, Ke; Dong, Zhao Yang			Optimal shared mobility planning for electric vehicles in the distribution network	IET GENERATION TRANSMISSION & DISTRIBUTION				Article								Shared electric vehicle (EV) is an emerging component across interdependent power and transportation networks that affect economic, environmental and societal benefits. Studies on how to collaboratively enable the optimal planning of these interacted networks is less explored. In this work, a joint distribution network expansion planning framework integrated with a shared EV charging station is proposed. One of the objectives is to minimise overall investment cost considering operational waiting cost of shared EV charging service and power loss, while the other aims to maximise the utilisation of charging infrastructures. To overcome the difficulties in solving the multi-objective mixed-integer non-linear problem, Tchebycheff decomposition based evolutionary algorithm is modified to find the Pareto front showing the trade-offs between goals above. Besides, stochastic traffic assignment model is used to obtain traffic distribution and travel demand. The final optimal solution is decided by the fuzzy satisficing method. The performance of the proposed approach is evaluated on a 54-node test system. Sensitivity analysis is performed to assess the impact of key parameters from the perspectives of transportation and distribution network sectors. The numerical results demonstrate the capability and feasibility of the proposed method.	[Fan, Vivienne Hui; Wang, Shu; Meng, Ke; Dong, Zhao Yang] Univ New South Wales, Sch Elect Engn & Telecommun, Sydney, NSW, Australia		Fan, VH (corresponding author), Univ New South Wales, Sch Elect Engn & Telecommun, Sydney, NSW, Australia.	hui.vivienne.fan@unsw.edu.au								10	11											JUN 4	2019	13	11					2257	2267		10.1049/iet-gtd.2018.6900	http://dx.doi.org/10.1049/iet-gtd.2018.6900												2025-12-09	
J	Amin, A; Mahmood, A; Khan, AR; Arshad, K; Assaleh, K; Zoha, A				Amin, Adil; Mahmood, Anzar; Khan, Ahsan Raza; Arshad, Kamran; Assaleh, Khaled; Zoha, Ahmed			A Two-Stage Multi-Agent EV Charging Coordination Scheme for Maximizing Grid Performance and Customer Satisfaction	SENSORS				Article								Advancements in technology and awareness of energy conservation and environmental protection have increased the adoption rate of electric vehicles (EVs). The rapidly increasing adoption of EVs may affect grid operation adversely. However, the increased integration of EVs, if managed appropriately, can positively impact the performance of the electrical network in terms of power losses, voltage deviations and transformer overloads. This paper presents a two-stage multi-agent-based scheme for the coordinated charging scheduling of EVs. The first stage uses particle swarm optimization (PSO) at the distribution network operator (DNO) level to determine the optimal power allocation among the participating EV aggregator agents to minimize power losses and voltage deviations, whereas the second stage at the EV aggregator agents level employs a genetic algorithm (GA) to align the charging activities to achieve customers' charging satisfaction in terms of minimum charging cost and waiting time. The proposed method is implemented on the IEEE-33 bus network connected with low-voltage nodes. The coordinated charging plan is executed with the time of use (ToU) and real-time pricing (RTP) schemes, considering EVs' random arrival and departure with two penetration levels. The simulations show promising results in terms of network performance and overall customer charging satisfaction.	[Amin, Adil; Mahmood, Anzar] Mirpur Univ Sci & Technol MUST, Dept Elect Engn, Mirpur 10250, Pakistan; [Khan, Ahsan Raza; Zoha, Ahmed] Univ Glasgow, James Watt Sch Engn, Glasgow G12 8QQ, Scotland; [Arshad, Kamran; Assaleh, Khaled] Ajman Univ, Coll Engn & Informat Technol, Artificial Intelligence Res Ctr AIRC, POB 346, Ajman, U Arab Emirates		Zoha, A (corresponding author), Univ Glasgow, James Watt Sch Engn, Glasgow G12 8QQ, Scotland.	ahmed.zoha@glasgow.ac.uk								8	8											MAR	2023	23	6							2925	10.3390/s23062925	http://dx.doi.org/10.3390/s23062925												2025-12-09	
J	Wang, S; Luo, FJ; Dong, ZY; Ranzi, G				Wang, Shu; Luo, Fengji; Dong, Zhao Yang; Ranzi, Gianluca			Joint planning of active distribution networks considering renewable power uncertainty	INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS				Article								This paper proposes a multi-objective joint planning model for Active Distribution Networks (ADNs). The model determines the location and size of Electric Vehicle Charging Stations (EVCSs), Renewable Energy Sources (RESs), Battery Energy Storage System (BESSs), and distribution network expansion schemes, with the objectives of minimizing the total investment and reliability cost of the distribution network and maximizing the EVCSs' charging service capability. A scenario-based stochastic modelling approach based on Wasserstein distance metric and K-medoids scenario analysis is developed to model the stochastic nature of renewable generation. A multi-objective optimization algorithm, Multi-Objective Natural Aggregation Algorithm (MONAA), is applied to solve the proposed model. Case studies are conducted on a coupled 54-node distribution system and 25-node traffic system to validate the effectiveness of the proposed method.	[Wang, Shu; Dong, Zhao Yang] Univ New South Wales, Sch Elect & Informat Engn, Sydney, NSW, Australia; [Luo, Fengji; Ranzi, Gianluca] Univ Sydney, Sch Civil Engn, Sydney, NSW 2006, Australia		Luo, FJ (corresponding author), Univ Sydney, Sch Civil Engn, Sydney, NSW 2006, Australia.	shu.wang1@student.unsw.edu.au; fengji.luo@sydney.edu.au; joe.dong@unsw.edu.au; gianluca.ranzi@sydney.edu.au								50	55											SEP	2019	110						696	704		10.1016/j.ijepes.2019.03.034	http://dx.doi.org/10.1016/j.ijepes.2019.03.034												2025-12-09	
J	Akil, M; Dokur, E; Bayindir, R				Akil, Murat; Dokur, Emrah; Bayindir, Ramazan			Modeling and evaluation of SOC-based coordinated EV charging for power management in a distribution system	TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES				Article								The importance of using clean energy in electrical energy generation and transportation network planning has recently increased due to carbon footprint rising. In this direction, the use of electric vehicles (EV), known as ultra-low carbon emission vehicles, has become widespread in addition to renewable energy sources (RES) such as wind and photovoltaic (PV) power generations. The trend of EVs to be preferred the primary means of transport has revealed the effects of charging an additional load on the grid. There is a need to create coordinated charging methods by considering the approaches for real-time charging models of EVs. In this paper, SOC-based EV coordinated charging was proposed for power management to prevent adverse effects including transformer overload, instantaneous peak loading and line overload in the existing distribution network. The proposed coordinated EV charging method was tested on the modified Roy Billinton test system (RBTS) Bus 2 network. AC 11 kW uncoordinated charging units have been respectively 123.76% distribution transformer and 115.16% distribution line overloading for 500 EVs on the grid with 13,9% diversity factor. However, these values that are 72.05% of distribution transformer and 67.01% of distribution grid overloading according to permittable level were decreased by the proposed coordinated charging method. Also, the state of charge (SOC) based coordinated method can increase 3.5% rate the diversity factor of charging capacity at the charging station with PV and battery energy system (BES) while ensured grid stability and energy efficiency.	[Akil, Murat] Aksaray Univ, Aksaray Tech Sci Vocat Sch, Biomed Device Technol Program, Aksaray, Turkey; [Dokur, Emrah] Bilecik Seyh Edebali Univ, Engn Fac, Elect Elect Engn Dept, Bilecik, Turkey; [Bayindir, Ramazan] Gazi Univ, Technol Fac, Elect Elect Engn Dept, Ankara, Turkey		Akil, M (corresponding author), Aksaray Univ, Aksaray Tech Sci Vocat Sch, Biomed Device Technol Program, Aksaray, Turkey.	muratakil@aksaray.edu.tr								5	6												2022	30	3					678	694		10.55730/1300-0632.3805	http://dx.doi.org/10.55730/1300-0632.3805												2025-12-09	
