"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Funding Texts","Document Type","Publication Stage","Open Access","Source","EID"
"He, L.; Yang, J.; Yan, J.; Tang, Y.; He, H.","He, Lifu (58595899100); Yang, Jun (57188586204); Yan, Jun (55556549900); Tang, Yufei (55555638900); He, Haibo (24802077000)","58595899100; 57188586204; 55556549900; 55555638900; 24802077000","A bi-layer optimization based temporal and spatial scheduling for large-scale electric vehicles","2016","Applied Energy","168","","","179","192","76","10.1016/j.apenergy.2016.01.089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956862265&doi=10.1016%2Fj.apenergy.2016.01.089&partnerID=40&md5=e80f576f69d12c7c5d2e85c11dca2095","Electric vehicle (EV) is a promising, environmental friendly technique for its potential to reduce the using of fossil fuels. Massive EVs pose both opportunities and challenges for power systems, especially with the growing amount of wind-power integration. This paper investigates the problem of collaborative optimization scheduling of generators, EVs and wind power. A novel bi-layer optimization of transmission and distribution system is proposed to solve the scheduling problem of EVs charging and discharging load from respective time and space domain in the presence of wind-power. The upper layer optimization in transmission grid coordinates EVs with thermal generators, base load, with the consideration of wind power, to optimize load periods of EVs in the time domain. The lower layer optimization in distribution grid then spatially schedules the location of EVs load. Based on a power system benchmark with a 10-unit transmission grid and an IEEE 33-bus distribution grid, the performance of the proposed bi-layer optimization strategy is evaluated. The impacts of electricity price profile, EVs penetration and EVs load location are analyzed. Simulation results show that the proposed bi-layer optimization strategy can accommodate wind power and improve both the economics of grid operation and benefits of EV users by scheduling EVs charging and discharging temporally and spatially. Also, the results have shown that the location of EVs charging and discharging load is critical for the distribution network planning. © 2016 Elsevier Ltd.","Bi-layer optimization; Charging and discharging scheduling; Electric vehicle; PM2.5 emissions; Unit commitment; Wind power","Benchmarking; Crashworthiness; Electric power system economics; Electric power transmission; Electric vehicles; Fossil fuels; Location; Scheduling; Vehicles; Wind power; Bi-layer; Collaborative optimization; Distribution network planning; Environmental-friendly; Optimization strategy; Transmission and distribution systems; Unit-commitment; Wind power integrations; Electric power transmission networks; alternative energy; benchmarking; cost-benefit analysis; electric vehicle; electricity supply; emission; fossil fuel; optimization; particulate matter; wind power","The work is funded by the National Science Foundation of China ( 51277135 , 50707021 ), the Fundamental Research Funds for the Central Universities ( 2042015kf1004 ), Wuhan Power Supply Company and Hebei Power Technology Research Institute .","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84956862265"
"Reddy, K.S.; Panwar, L.K.; Kumar, R.; Panigrahi, B.K.","Reddy, K. Srikanth (56539210900); Panwar, Lokesh Kumar (56539869600); Kumar, Rajesh (57217697241); Panigrahi, Bijaya Ketan (25637555100)","56539210900; 56539869600; 57217697241; 25637555100","Distributed resource scheduling in smart grid with electric vehicle deployment using fireworks algorithm","2016","Journal of Modern Power Systems and Clean Energy","4","2","","188","199","48","10.1007/s40565-016-0195-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979035733&doi=10.1007%2Fs40565-016-0195-6&partnerID=40&md5=3e5ac94ca7f5e0a5224f7f3011c6a31f","Global warming and climate change are two key probing issues in the present context. The electricity sector and transportation sector are two principle entities propelling both these issues. Emissions from these two sectors can be offset by switching to greener ways of transportation through the electric vehicle (EV) and renewable energy technologies (RET). Thus, effective scheduling of both resources holds the key to sustainable practice. This paper presents a scheduling scenario-based approach in the smart grid. Problem formulation with dual objective function including both emissions and cost is developed for conventional unit commitment with EV and RET deployment. In this work, the scheduling and commitment problem is solved using the fireworks algorithm which mimics explosion of fireworks in the sky to define search space and the distance between associated sparks to evaluate global minimum. Further, binary coded fireworks algorithm is developed for the proposed scheduling problem in the smart grid. Thereafter, possible scenarios in conventional as well as smart grid are put forward. Following that, the proposed methodology is simulated using a test system with thermal generators. © 2016, The Author(s).","Binary fireworks algorithm (BFWA); Constrained optimization; Plug-in electric vehicle (PEV); Renewable energy technologies (RETs); Unit commitment problem (UCP)","Constrained optimization; Electric sparks; Explosives; Global optimization; Global warming; Plug-in electric vehicles; Scheduling; Vehicle-to-grid; Distributed resources; Dual objective function; Fireworks algorithms; Global warming and climate changes; Plug in Electric Vehicle (PEV); Renewable energy technologies; Transportation sector; Unit commitment problem (UCP); Electric power transmission networks","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84979035733"
"Yaǧcitekin, B.; Uzunoglu, M.","Yaǧcitekin, Bünyamin (36976315700); Uzunoglu, Mehmet (14629593600)","36976315700; 14629593600","A double-layer smart charging strategy of electric vehicles taking routing and charge scheduling into account","2016","Applied Energy","167","","","407","419","94","10.1016/j.apenergy.2015.09.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945556103&doi=10.1016%2Fj.apenergy.2015.09.040&partnerID=40&md5=25cec258e190408a5f0cb7e778f2d8e5","This paper presents a double-layer smart charging management algorithm (SCMA) for electric vehicles in working place parking lots considering smart grid concept. This model enables safe and controlled charging, which satisfies both power grid and drivers' needs comprehensively. First level of SCMA controls each transformer power demand, transformer capacity, charging station status and the shortest way to reach suitable charger. Second level of SCMA is used during the charging process in order to provide cost-effective and reliable charging as well as less impact on power grid. The proposed SCMA strategy successfully routes the electric vehicles (EVs) to the most suitable charging point, decreases the charging costs and prevents the overloading of transformers. In this study, a comparison regarding the impacts of the whole charging process of the EVs on the power grid and drivers' requests with/without the proposed SCMA is presented and the results are discussed in detail. © 2015 Elsevier Ltd.","Daytime charging; Distribution network; Electric vehicle; Energy management; Optimization; Smart charging","Algorithms; Charging (batteries); Cost effectiveness; Crashworthiness; Electric power distribution; Electric power system control; Electric power transmission networks; Electric vehicles; Energy management; Optimization; Vehicles; Charging process; Charging station; Controlled charging; Cost effective; Electric Vehicles (EVs); Smart charging; Transformer capacity; Transformer power; Smart power grids; algorithm; distribution system; electric vehicle; energy planning; optimization; parking","This study is supported by The Scientific and Technical Research Council of Turkey (TUBITAK) under Grant 115E081 and partly supported by Yildiz Technical University Research Projects Fund under Grant 2012-04-02-KAP05 .","Article","Final","","Scopus","2-s2.0-84945556103"
"Zhou, B.; Littler, T.","Zhou, Bowen (57212049730); Littler, Tim (12784289900)","57212049730; 12784289900","Local storage meets local demand: A technical solution to future power distribution system","2016","IET Generation, Transmission and Distribution","10","3","","704","711","19","10.1049/iet-gtd.2015.0442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959472569&doi=10.1049%2Fiet-gtd.2015.0442&partnerID=40&md5=c2f9b5b30cd1becf0bb0a80f90a829f6","Future power systems are expected to integrate large-scale stochastic and intermittent generation and load due to reduced use of fossil fuel resources, including renewable energy sources and electric vehicles (EV). Inclusion of such resources poses challenges for the dynamic stability of synchronous transmission and distribution networks, not least in terms of generation where system inertia may not be wholly governed by large-scale generation but displaced by small-scale and localised generation. Energy storage systems (ESS) can limit the impact of dispersed and distributed generation by offering supporting reserve while accommodating large-scale EV connection; the latter (load) also participating in storage provision. In this study, a local energy storage system (LESS) is proposed. The structure, requirement and optimal sizing of the LESS are discussed. Three operating modes are detailed, including: (i) storage pack management; (ii) normal operation; and (iii) contingency operation. The proposed LESS scheme is evaluated using simulation studies based on data obtained from the Northern Ireland regional and residential network. © The Institution of Engineering and Technology 2016.","","Crashworthiness; Energy storage; Fossil fuel deposits; Fossil fuels; Renewable energy resources; Stochastic systems; Contingency operations; Energy storage systems; Fossil fuel resources; Power distribution system; Renewable energy source; Residential networks; Synchronous transmission; Technical solutions; Digital storage","","Article","Final","","Scopus","2-s2.0-84959472569"
"Rathore, C.; Roy, R.","Rathore, Chandrakant (55811833800); Roy, Ranjit (23986135600)","55811833800; 23986135600","Impact of wind uncertainty, plug-in-electric vehicles and demand response program on transmission network expansion planning","2016","International Journal of Electrical Power and Energy Systems","75","","","59","73","62","10.1016/j.ijepes.2015.07.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941585781&doi=10.1016%2Fj.ijepes.2015.07.040&partnerID=40&md5=2761539895cbe3bc77b04efbc7cd1b77","The aim of this paper is to minimize the total cost of the system by incorporating wind power and plug-in-electric vehicles (PEVs) along with demand response (DR) program. The methodologies have proposed in contrast with the conventional algorithm in which the transmission line investment cost has been minimized without considering the dynamism of the deregulated environment. Moreover, the transmission network planning enhances the competitiveness of the power market, where more market players can participate. In this situation, the network planner has an important role in assessing the needs for transmission investments. Now-a-days practice of the network planner is to utilize more renewable power resources, PEVs and implementation of different electricity price tariffs. To achieve more benefits of PEVs and wind energy, their optimal utilization is a major concern. This paper proposes a mathematical model for solving the combined effect of PEVs and wind power integration with incentive-based DR program on static transmission network expansion planning (STNEP) problem. To solve this non-linear and non-convex problem, a nature-inspired optimization algorithm named gbest-guided artificial bee colony algorithm (GABC) is applied due to its robustness. The algorithm's performance is evaluated through modified IEEE 24-bus, Brazilian 46-bus and Colombian 93-bus system. The test results indicate that the combined effect of DR, PEVs and wind has reduced the total system cost significantly. © 2015 Elsevier Ltd. All rights reserved.","DC power flow; Demand response; Gbest artificial bee colony optimization algorithm; Plug-in-electric vehicles; Static transmission network expansion planning; Wind-farms","Algorithms; Amphibious vehicles; Commerce; Costs; Electric load flow; Electric power transmission; Electric utilities; Electric vehicles; Evolutionary algorithms; Optimization; Vehicle transmissions; Vehicles; Wind power; Artificial bee colony optimization algorithms; DC power flow; Demand response; Plug-in Electric Vehicles; Static transmission network expansion planning; Wind farm; Investments","","Article","Final","","Scopus","2-s2.0-84941585781"
"Zhang, S.; Xiong, R.; Zhang, C.; Sun, F.","Zhang, Shuo (7409372851); Xiong, Rui (57201315780); Zhang, Chengning (57203259161); Sun, Fengchun (7401804038)","7409372851; 57201315780; 57203259161; 7401804038","An optimal structure selection and parameter design approach for a dual-motor-driven system used in an electric bus","2016","Energy","96","","","437","448","51","10.1016/j.energy.2015.12.089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958650811&doi=10.1016%2Fj.energy.2015.12.089&partnerID=40&md5=6b19f3b06bd61c0815618517af2d02e5","A number of driving system topologies have been developed for electric vehicles, but the topology design and optimal sizing always challenge the performance of electric vehicles. This paper attempts to address three aspects. First, two novel topologies were derived from the original dual-motor-driven system, and the efficiency models of the system components were built, including motor efficiency, planet gear system efficiency and drag loss of the wet clutch. Second, a systematic optimal sizing framework was constructed. The feasible region of the design parameters was divided into a certain number of grid points, and each grid point represented different design results. Then, a dynamic programming algorithm was applied to each grid point to locate the optimal control strategy and obtain the best grid points under different power levels. After that, a bi-level optimization method was applied at these selected grid points to find the optimal design parameters. Last, the simulation results showed that, compared with the original design, the new topology with two clutches can reduce energy loss by 12.4%, and the optimal design results for the original topology can reduce energy loss by 3.36%. © 2015 Elsevier Ltd.","Bi-level optimal; Dual-motor-driven; Dynamic programming; Electric bus","Electric automobiles; Electric power system control; Energy dissipation; Epicyclic gears; Optimal control systems; Structural optimization; Topology; Traction motors; Bi-level optimization; Dual-motors; Dynamic programming algorithm; Electric bus; Motor efficiencies; Optimal control strategy; Optimal design parameters; Optimal structures; Dynamic programming; algorithm; automobile; design; efficiency measurement; electric vehicle; energy conservation; optimization; topology","This work was supported by the National Natural Science Foundation of China (Grant Nos. 51507012 and 51175040 ), the Research Fund for the Doctoral Program of Higher Education of China (Grant No. 20111101110037 ) and the Excellent Young Scholars Research Fund of Beijing Institute of Technology . Any opinions expressed in this paper are solely those of the authors and do not represent those of the sponsor.","Article","Final","","Scopus","2-s2.0-84958650811"
"Morrissey, P.; Weldon, P.; O'Mahony, M.","Morrissey, Patrick J. (56814492600); Weldon, Peter (57035106400); O'Mahony, Margaret (56186787100)","56814492600; 57035106400; 56186787100","Future standard and fast charging infrastructure planning: An analysis of electric vehicle charging behaviour","2016","Energy Policy","89","","","257","270","393","10.1016/j.enpol.2015.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952880304&doi=10.1016%2Fj.enpol.2015.12.001&partnerID=40&md5=3b569a50cc47a57753d7e9169ac91bcd","There has been a concentrated effort by European countries to increase the share of electric vehicles (EVs) and an important factor in the rollout of the associated infrastructure is an understanding of the charging behaviours of existing EV users in terms of location of charging, the quantity of energy they require, charge duration, and their preferred mode of charging. Data were available on the usage of charging infrastructure for the entire island of Ireland since the rollout of infrastructure began. This study provides an extensive analysis of this charge event data for public charging infrastructure, including data from fast charging infrastructure, and additionally a limited quantity of household data. For the household data available, it was found that EV users prefer to carry out the majority of their charging at home in the evening during the period of highest demand on the electrical grid indicating that incentivisation may be required to shift charging away from this peak grid demand period. Car park locations were the most popular location for public charging amongst EV users, and fast chargers recorded the highest usage frequencies, indicating that public fast charging infrastructure is most likely to become commercially viable in the short- to medium-term. © 2015 Elsevier Ltd.","Electric vehicle; Fast chargers; Public charging infrastructure","Electric automobiles; Electric power transmission networks; Electric vehicles; Location; Vehicles; Charging infrastructures; Electric vehicle charging; Electric Vehicles (EVs); Electrical grids; European Countries; Fast chargers; Fast charging; Household datum; Charging (batteries); electric vehicle; energy use; infrastructure planning; transportation infrastructure; Ireland","","Article","Final","","Scopus","2-s2.0-84952880304"
"Comodi, G.; Caresana, F.; Salvi, D.; Pelagalli, L.; Lorenzetti, M.","Comodi, Gabriele (56062593000); Caresana, Flavio (6507061943); Salvi, Danilo (6601914346); Pelagalli, Leonardo (6602996351); Lorenzetti, Matteo (57162915900)","56062593000; 6507061943; 6601914346; 6602996351; 57162915900","Local promotion of electric mobility in cities: Guidelines and real application case in Italy","2016","Energy","95","","","494","503","31","10.1016/j.energy.2015.12.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960424699&doi=10.1016%2Fj.energy.2015.12.038&partnerID=40&md5=62c4e5638bee864131c01e9942011e43","In the contest of European and National choices regarding energy and mobility policies, the goal of this paper is to introduce reasonable guidelines for the local promotion of electric mobility in an area of central Italy and possibly to extend the methodology to other regions/countries. In fact, the path towards car electrification is started worldwide, but the rate of increase of electrically powered cars will depend primarily on charging stations availability. In this respect, utilities that manage/own local grids may be key actors by investing on infrastructures and thus locally creating the conditions for the spreading of electric cars. A techno-economic analysis of the investment of a local utility has been performed taking into account medium- and long term-forecasts of electricity and fuel prices, as well as electric cars market share and economic risk. The study proved that an investment in urban charging station infrastructure in Italy can be profitable even without incentives, with a payback period of 4-5 years. The results of the analysis have been exploited by an Italian utility which owns/manages the local electric grid in two municipalities. The first steps of the plan implementation, which started in 2014, are reported in the paper. © 2015 Elsevier Ltd.","Charging stations; Electric mobility plan; EV (Electric vehicles); Local energy planning; Smart cities; Urban mobility","Competition; Economic analysis; Investments; Risk assessment; Charging station; Electric mobility; EV (Electric vehicles); Local energy planning; Smart cities; Urban mobility; Electric power transmission networks; electric vehicle; electricity; electrification; energy planning; investment; local planning; smart city; technological development; urban transport; Italy","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84960424699"
"Veneri, O.; Capasso, C.; Iannuzzi, D.","Veneri, Ottorino (8696403200); Capasso, Clemente (7003360509); Iannuzzi, D. (6603880879)","8696403200; 7003360509; 6603880879","Experimental evaluation of DC charging architecture for fully-electrified low-power two-wheeler","2016","Applied Energy","162","","","1428","1438","44","10.1016/j.apenergy.2015.03.138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928179856&doi=10.1016%2Fj.apenergy.2015.03.138&partnerID=40&md5=66b1733753733d239eccaa419c0c3d0a","This paper is aimed to present an experimental criterion that allows researchers and designers to evaluate the performance of DC micro-grids dedicated to charging operations of full EV. The laboratory methodology is explained through tests on a demonstrator of power architecture, specifically designed as simplified case study of a DC charging station for fully-electrified low-power two-wheeler, such as: electric scooters and bikes. This experimental prototype is composed by a 20 kW AC/DC bidirectional grid-tied converter, which realizes the DC conversion stage, and two DC/DC power converters, interconnected with the micro-grid through a DC bus. The power architecture provides on one hand the charging operations of electric two-wheeler battery packs and on the other hand the integration of the micro-grid with an ES buffer, which has the main function of supporting the main grid while an electric vehicle is on charge. The performance of the considered architecture is characterized and analyzed in different operative conditions, through a specific management of the energy fluxes. The laboratory tests evaluate efficiency, charging times and impact on the main grid, with specific reference to the DC charging operations of electric scooters. The obtained experimental results show the advantages of adopting the DC buffer architecture, compared with an AC commercial battery charger, considered as reference in this work. Finally, the numerical data of this paper, related to the single power components and to the experimental results evaluated for the whole demonstrator, effectively support the lack of knowledge in the literature about charging stations for EVs. In fact, these pieces of information, based on experimental tests, are expected to support the building of simulation models and the identification of the best energy management and control strategies to be adopted in a smart-grid scenario, characterized by distributed generation systems including renewable energy sources. © 2015 Elsevier Ltd.","Charging stations; Electric vehicles; Energy storage systems; Main grid impact","Charging (batteries); Crashworthiness; DC-DC converters; Digital storage; Electric batteries; Electric power distribution; Electric power transmission networks; Electric vehicles; Information management; Rectifying circuits; Renewable energy resources; Secondary batteries; Vehicles; Charging station; DC/DC power converters; Distributed generation system; Energy storage systems; Experimental evaluation; Grid impacts; Management and controls; Renewable energy source; Smart power grids; architecture; design; electric vehicle; energy planning; energy use; experimental study; knowledge; storage","","Article","Final","","Scopus","2-s2.0-84928179856"
"Caballero, J.A.; Chinchilla-Guarin, J.C.; Rosero García, J.R.","Caballero, Jairo A. (57190756291); Chinchilla-Guarin, Julio César (57191969759); Rosero García, Javier (21934781500)","57190756291; 57191969759; 21934781500","Performance testing and power quality of DC semi-fast chargers of electric vehicles (EVs) for public transportation: A case study","2016","International Review of Electrical Engineering","11","6","","579","585","6","10.15866/iree.v11i6.10258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014088652&doi=10.15866%2Firee.v11i6.10258&partnerID=40&md5=810583cfa89bf9767c561d51ac2d7a15","This paper contains the analysis of the impact, performance, and effect on power quality of the semi-fast charging cycle of electric vehicles (EVs) within the electrical grid. The results allowed to obtain an electric model of the EV charging cycle. The procedures and results of tests on the DC semi-fast charging cycle of EVs used for the public transportation in Bogota D.C. are presented. Some tests to the EV charging cycle were applied in steady state in order to evaluate the performance and the power quality of EVs. The fact that the charging system has a total harmonic current distortion (THDi) of 7% and a total harmonic voltage distortion (THDv) that satisfactorily comply with local and international regulations is highlighted. Tests were performed in transient state of the charger and their analysis was done by using Continuous Wavelet Transform (CWT). Results in transient state of the beginning of the DC charging cycle of EVs reveal that the harmonics of greater impact are 3°, 4°, and 5°. Finally, based on the analysis of the presented results, a simulation profile of the charging system was designed using the Matlab Sim Power Systems tool. The obtained model shows an error of 2% compared to measurements in steady state. This model will be useful in decision-making on the processes of system planning in case that EVs will be massified within the public transportation in Colombia. © 2016 Praise Worthy Prize S.r.l. - All rights reserved.","Continuous wavelet transform (CWT); Electric vehicle (EV); EV charging cycle; Model; Performance indicators; Power quality; Simulation; Testing; Total harmonic distortion (THD)","","","Article","Final","","Scopus","2-s2.0-85014088652"
"Deng, C.; Liang, N.; Tan, J.; Wang, G.","Deng, Changhong (7202303204); Liang, Ning (57192677154); Tan, Jin (58444914500); Wang, Gongchen (57192688469)","7202303204; 57192677154; 58444914500; 57192688469","Multi-objective scheduling of electric vehicles in smart distribution network","2016","Sustainability (Switzerland)","8","12","1234","","","15","10.3390/su8121234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007397770&doi=10.3390%2Fsu8121234&partnerID=40&md5=ef4c2f3e2c152b1c873b92bcf1fb0c00","Due to the energy savings and environmental protection they provide, plug-in electric vehicles (PEVs) are increasing in number quickly. Rapid development of PEVs brings new opportunities and challenges to the electricity distribution network's dispatching. A high number of uncoordinated charging PEVs has significant negative impacts on the secure and economic operation of a distribution network. In this paper, a bi-level programming approach that coordinates PEVs' charging with the network load and electricity price of the open market is presented. The major objective of the upper level model is to minimize the total network costs and the deviation of electric vehicle aggregators' charging power and the equivalent power. The subsequent objective of the lower level model after the upper level decision is to minimize the dispatching deviation of the sum of PEVs' charging power and their optimization charging power under the upper level model. An improved particle swarm optimization algorithm is used to solve the bi-level programming. Numerical studies using a modified IEEE 69-bus distribution test system including six electric vehicle aggregators verify the efficiency of the proposed model. © 2016 by the author.","Bi-level programming; Coordination; Dispatch optimization; Electric vehicles; Smart distribution network","algorithm; cost analysis; distribution system; electric vehicle; energy conservation; energy efficiency; energy market; energy planning; environmental protection; multiobjective programming; optimization","This work was support by the National Natural Science Foundation of China (51190104) and National Science and Technology Support Program of China (2013BAA02B02).","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85007397770"
"Islam, M.M.; Hussain, H.; Mohamed, A.","Islam, Md Mainul (56746912700); Hussain, Shareef (59793362700); Mohamed, Azah (57195440511)","56746912700; 59793362700; 57195440511","Optimal siting and sizing of rapid charging station for electric vehicles considering Bangi city road network in Malaysia","2016","Turkish Journal of Electrical Engineering and Computer Sciences","24","5","","3933","3948","36","10.3906/elk-1412-136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978289515&doi=10.3906%2Felk-1412-136&partnerID=40&md5=72ceebf5d04893491d447d87b2686129","Recently, electric vehicles (EVs) have been seen as a felicitous option towards a less carbon-intensive road transport. The key issue in this system is recharging the EV batteries before they are exhausted. Thus, charging stations (CSs) should be carefully located to make sure EV users can access a CS within their driving range. Considering geographic information and traffic density, this paper proposes an optimization overture for optimal siting and sizing of a rapid CS (RCS). It aims to minimize the daily total cost (which includes the cost of substation energy loss, traveling cost of EVs to the CS, and investment, variable, and operational costs of the stations simultaneously) while maintaining system constraints. The binary gravitational search algorithm, genetic algorithm, and binary particle swarm optimization algorithm were employed to optimize the daily total cost by finding the best location and sizing of the RCS in a given metropolitan area in Malaysia. The results show that the proposed methods can find optimal locations and sizing of a RCS that can benefit EV users, CS developers, and the power grid. © 2016 TÜBİTAK.","Electric vehicles; Genetic algorithm; Gravitational search algorithm; Optimal planning; Particle swarm optimization; Rapid charging station","Algorithms; Bins; Carbon; Costs; Electric automobiles; Electric power transmission networks; Electric vehicles; Energy dissipation; Genetic algorithms; Investments; Learning algorithms; Optimization; Particle swarm optimization (PSO); Roads and streets; Vehicles; Binary particle swarm optimization; Electric Vehicles (EVs); Geographic information; Gravitational search algorithms; Location and sizings; Optimal planning; Rapid charging; System constraints; Charging (batteries)","","Article","Final","","Scopus","2-s2.0-84978289515"
"Merzić, A.; Musić, M.; Rascic, M.; Hadžimejlić, N.","Merzić, Ajla (56031266300); Musić, Mustafa (35146304500); Rascic, Mirsad (42262717200); Hadžimejlić, Nijaz (6507421018)","56031266300; 35146304500; 42262717200; 6507421018","An integrated analysis for sustainable supply of remote winter tourist centers - A future concept case study","2016","Turkish Journal of Electrical Engineering and Computer Sciences","24","5","","3821","3837","6","10.3906/elk-1412-48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978204501&doi=10.3906%2Felk-1412-48&partnerID=40&md5=7ea1f207c1910fc970ecde44a8f26377","In every power system there are consumer areas away from traditional power networks. Existing grid expansion can always be treated as one of the ways of powering them over long transmission and distribution lines. This is often characterized by significant transmission losses, as well as significant investments, depending on the distance and the infrastructure development. On the other hand, there are cases when these consumers are not connected to the power system and use alternative methods of supply. For that matter, possible solutions may use locally available energy sources. In this paper, comparative analyses between independent power supply through particular hybrid power system (HPS) configurations and the distribution network expansion option are performed. Storage, which represents a major problem in such HPS concepts today due to cost and capacity, is proposed to be in the accumulators of electric vehicles. In addition, an analytical methodology for selecting a sustainable solution for powering remote consumers was implemented. This analysis was verified with reference to a specific type of consumer, a winter tourist center, using real indicators and measured data on wind and solar energy potential at the site. It was shown that such an approach improves the selection of the most favorable sustainable supply solution and is suitable for consumers away from developed distribution networks, e.g., tourist centers, livestock pastures, and small factories. Proposed HPS concepts with storage in the electric vehicles of guests and employees could be a viable solution when this transportation mode becomes dominant in the future. © 2016 TÜBİTAK.","Hybrid power system; Remote powering; Renewable energy; Sustainable power system planning","Agriculture; Digital storage; Electric power distribution; Electric power systems; Investments; Public policy; Solar energy; Solar power generation; Analytical methodology; Hybrid power systems; Hybrid power systems (HPS); Infrastructure development; Remote powering; Renewable energies; Sustainable power systems; Transmission and distribution; Renewable energy resources","","Article","Final","","Scopus","2-s2.0-84978204501"
"Mateo Domingo, C.; Frías Marín, P.; Sánchez-Miralles, A.","Mateo Domingo, Carlos (36881937500); Frías Marín, Pablo (24757759300); Sánchez-Miralles, Álvaro (6506537035)","36881937500; 24757759300; 6506537035","Distribution planning with hourly profiles for analysing electric vehicle charging strategies","2016","International Journal of Electric and Hybrid Vehicles","8","1","","1","18","7","10.1504/IJEHV.2016.076959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974786941&doi=10.1504%2FIJEHV.2016.076959&partnerID=40&md5=7e593643dbe3cf6d7def9191c9506102","This paper analyses the impact of plug-in electric vehicles (PEVs) on distribution networks. The reference network model (RNM) is used to model the grids and to carry out sensitivity analysis for several scenarios. The set of scenarios selected includes PEV penetration levels, charging strategies and location distributions. Each scenario is characterised in terms of the number of electric vehicles, the vehicles' class, technical parameters and charging time. Five large-scale real distribution networks are modelled and analysed. The topologies selected are intended to be representative of some typical European distribution networks. Results show that the charging strategies are critical. At least, new multi-Tariff schemes should be established to encourage charging at valley hours. Depending on the PEV location distribution, smart charging may also be necessary to reduce the distribution network costs further. © © 2016 Inderscience Enterprises Ltd.","assessment; distribution; electric vehicles; hourly profiles; impact; large-scale; load management; model; power system; power system planning; reinforcements; scenarios; sensitivity; smart charging","Charging time; Electric automobiles; Electric load management; Electric power system planning; Electric vehicles; Mobile telecommunication systems; Models; Plug-in electric vehicles; Reinforcement; Sensitivity analysis; assessment; distribution; hourly profiles; impact; large-scale; power system; Power system planning; scenarios; sensitivity; Smart charging; Electric power distribution","","Article","Final","","Scopus","2-s2.0-84974786941"
"Schreiber, M.; Wainstein, M.E.; Hochloff, P.; Dargaville, R.","Schreiber, Michael (57197224661); Wainstein, Martin E. (57188717933); Hochloff, Patrick (55502001800); Dargaville, Roger J. (6603091235)","57197224661; 57188717933; 55502001800; 6603091235","Flexible electricity tariffs: Power and energy price signals designed for a smarter grid","2015","Energy","93","","","2568","2581","58","10.1016/j.energy.2015.10.067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975801878&doi=10.1016%2Fj.energy.2015.10.067&partnerID=40&md5=0530809746018b13b5d9dfdb5998d63c","Renewable energy is increasingly replacing carbon-based technologies worldwide in electricity networks. This increases the challenge of balancing intermittent generation with demand fluctuation. DR (Demand response) is recognized as a way to address this by adapting consumption to supply patterns. By using DR technology, grid withdrawal of DSM (demand side management) devices such as heat pumps, electric vehicles or stationary batteries can be temporally shifted. Yet, the development of an accurate control and market design is still one of the greatest remaining DR challenges. We present a range of flexible price signals that can address this by acting as effective demand control mechanisms. The different tariffs consist of combinations of flexible energy and power price signals. Their impact on the unit commitment of automatable DSM devices is tested for a set of German households. The financial outcome for the respective stakeholders are quantified. Our results suggest flexible power pricing can reduce overall demand peaks as well as limit simultaneous grid withdrawals caused by real time pricing incentives. Furthermore, we prove that inefficient designs of flexible power pricing can lead to undesired bidding of automatable devices. We propose a specific tariff design that shows robust network performance and reduces energy procurement costs. © 2015 Elsevier Ltd","Demand response; Electricity tariff; Flexible power pricing; Residential energy management; Residential storage","Carbon; Costs; Crashworthiness; Electric utilities; Heating; Housing; Demand fluctuations; Demand response; DR (demand response); Electricity networks; Electricity tariff; Power pricing; Residential energy; Stationary batteries; Electric power transmission networks; demand analysis; demand-side management; design method; electric vehicle; electricity generation; price determination; renewable resource; residential energy; stakeholder; tariff structure; technological change","The research of M.S. at the University of Melbourne was financially supported by a PhD grant from the German Academic Exchange Service (DAAD). The authors would like to thank Dylan McConnell for a critical review of the manuscript as well as Prof. Clemens Hoffmann and Prof. Malte Meinshausen for their guidance and support.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84975801878"
